employee_id,department,role_level,tenure_years,salary_band,performance_rating,training_hours_annual,avg_overtime_hrs_week,job_satisfaction_score,work_life_balance_score,last_promotion_years_ago,attrition_flag
EMP-0006490,IT,Individual Contributor,15.8,Band 5,2.5,16,10.2,2.5,3.0,7.0,0
EMP-0009656,Marketing,VP,13.2,Band 4,3.5,18,20.2,3.9,3.4,4.5,1
EMP-0005895,Legal,Team Lead,23.1,Band 1,4.6,102,16.4,2.8,2.4,7.1,1
EMP-0009539,Marketing,Analyst,2.6,Band 3,4.2,66,3.8,2.9,3.8,7.8,0
EMP-0011773,IT,Individual Contributor,16.8,Band 2,4.0,81,11.2,3.9,2.3,3.8,1
EMP-0004686,Sales,Analyst,1.6,Band 5,3.7,87,21.2,3.1,3.4,4.7,1
EMP-0013742,Finance,Team Lead,20.7,Band 4,2.9,6,1.7,3.1,2.8,2.1,0
EMP-0003051,Legal,Individual Contributor,6.7,Band 2,2.8,108,20.9,2.4,2.9,8.6,1
EMP-0008214,Finance,Associate,3.6,Band 1,3.1,93,14.8,4.6,1.7,5.4,0
EMP-0001140,Marketing,Director,19.0,Band 2,3.8,80,16.6,1.7,3.6,2.1,1
EMP-0014759,Customer Success,Manager,24.3,Band 4,3.7,67,12.2,1.0,2.4,9.7,0
EMP-0012133,Customer Success,Analyst,1.5,Band 4,4.4,81,7.5,3.0,2.4,7.7,1
EMP-0014978,IT,Senior Manager,15.8,Band 5,3.9,103,14.4,1.7,3.4,5.4,0
EMP-0009639,HR,Manager,27.3,Band 1,2.7,85,22.8,2.7,2.1,8.8,0
EMP-0000531,Product,Individual Contributor,10.6,Band 1,3.3,52,2.1,1.6,2.0,6.1,0
EMP-0006833,Marketing,Manager,10.2,Band 2,4.9,50,8.5,1.8,4.0,4.0,0
EMP-0010611,HR,Senior Manager,11.6,Band 3,2.8,86,24.7,3.2,3.9,8.2,0
EMP-0014974,Sales,Team Lead,28.0,Band 6,2.9,93,7.2,3.7,3.9,2.1,0
EMP-0014120,Sales,Associate,7.4,Band 2,4.2,2,4.7,1.9,3.6,4.4,1
EMP-0012485,Operations,Analyst,3.5,Band 5,3.4,98,3.0,3.8,2.6,4.7,0
EMP-0010096,Marketing,Team Lead,11.3,Band 1,2.2,55,15.5,2.6,2.6,1.1,0
EMP-0005327,HR,VP,29.1,Band 3,3.3,61,10.1,3.0,2.9,5.4,0
EMP-0006598,Customer Success,Team Lead,14.8,Band 1,2.3,50,6.5,4.5,3.1,9.4,0
EMP-0011770,IT,Manager,18.8,Band 2,2.6,118,5.3,3.2,4.4,1.9,0
EMP-0008286,Finance,Associate,12.7,Band 2,3.3,103,23.2,2.5,3.5,2.2,0
EMP-0004831,Product,Senior Manager,21.4,Band 3,4.5,10,0.8,4.2,1.0,2.7,0
EMP-0004762,Finance,Manager,18.5,Band 1,3.8,98,23.6,1.0,3.0,1.5,1
EMP-0013119,IT,Manager,23.4,Band 5,2.5,50,4.3,2.8,2.7,10.0,0
EMP-0009091,Engineering,Individual Contributor,12.8,Band 1,3.5,69,24.7,3.8,5.0,8.2,1
EMP-0006100,IT,Manager,20.7,Band 5,4.8,16,3.8,4.0,2.7,9.5,0
EMP-0003840,Marketing,Manager,13.2,Band 2,2.3,59,14.7,3.3,4.1,7.4,0
EMP-0007037,Marketing,Senior Manager,25.6,Band 4,3.2,32,0.7,2.8,3.8,2.1,0
EMP-0010632,Customer Success,Team Lead,26.0,Band 4,3.0,44,6.5,4.7,1.9,3.9,0
EMP-0002809,Finance,Manager,23.7,Band 5,4.8,69,9.5,4.1,5.0,4.6,0
EMP-0004142,Legal,Team Lead,10.8,Band 6,4.7,9,5.4,3.1,3.4,7.3,0
EMP-0003546,Product,Analyst,27.0,Band 5,2.0,71,4.3,3.4,2.8,4.3,0
EMP-0007706,Customer Success,VP,29.9,Band 1,3.3,34,13.1,5.0,2.4,0.8,0
EMP-0001171,Operations,Individual Contributor,22.7,Band 6,3.4,110,18.0,1.7,1.6,4.8,0
EMP-0003078,HR,Manager,29.8,Band 4,3.6,10,16.1,4.0,4.9,8.8,0
EMP-0011353,Engineering,Senior Manager,17.6,Band 2,3.2,7,2.3,2.7,3.2,9.4,1
EMP-0009745,HR,Senior Manager,7.2,Band 2,4.9,51,5.1,3.3,4.0,8.6,0
EMP-0011718,Operations,Senior Manager,16.2,Band 2,3.3,60,4.9,2.2,4.4,0.2,0
EMP-0002333,Legal,Individual Contributor,11.7,Band 5,4.7,49,4.8,4.1,3.2,2.2,0
EMP-0008708,Finance,Director,11.7,Band 1,1.6,60,8.0,3.6,2.7,5.4,0
EMP-0003798,Finance,Senior Manager,24.4,Band 4,3.2,12,0.1,3.8,3.9,5.0,0
EMP-0009358,Operations,Manager,13.7,Band 4,2.0,52,6.1,2.6,2.5,8.1,0
EMP-0009111,IT,VP,28.1,Band 1,3.8,78,19.8,2.2,2.9,7.2,1
EMP-0013131,Marketing,VP,9.3,Band 4,4.8,112,4.9,3.0,1.0,2.7,0
EMP-0012129,Legal,Associate,9.4,Band 5,1.6,27,18.3,3.7,3.8,2.5,0
EMP-0013818,Sales,Senior Manager,18.0,Band 2,4.7,7,3.4,4.2,3.2,2.4,0
EMP-0003634,Marketing,Individual Contributor,6.2,Band 4,3.7,85,15.7,4.0,1.0,0.9,0
EMP-0004233,Sales,Analyst,19.0,Band 3,3.1,67,3.6,3.7,2.4,0.7,0
EMP-0011066,IT,VP,9.8,Band 5,1.6,74,13.4,3.2,2.2,0.7,0
EMP-0007853,HR,Associate,26.3,Band 2,2.3,82,14.2,3.7,3.8,2.1,0
EMP-0004768,Sales,Individual Contributor,15.8,Band 1,2.0,92,21.4,4.2,2.2,5.7,0
EMP-0010703,Operations,Analyst,28.8,Band 2,2.6,77,22.9,3.4,3.6,0.1,1
EMP-0011811,Legal,Senior Manager,4.0,Band 4,3.3,49,0.7,3.7,2.4,1.3,0
EMP-0003932,Legal,Individual Contributor,22.6,Band 1,2.9,34,20.0,1.9,2.3,8.8,0
EMP-0000127,IT,Individual Contributor,3.5,Band 4,1.8,110,23.2,4.3,4.3,0.0,1
EMP-0002853,Product,Individual Contributor,22.1,Band 2,3.0,62,2.1,2.5,1.3,2.1,0
EMP-0014182,HR,Team Lead,20.3,Band 4,3.6,22,19.3,3.4,2.0,3.4,0
EMP-0009857,Engineering,Team Lead,22.7,Band 1,2.6,78,6.6,2.8,2.2,8.6,1
EMP-0005316,Engineering,Team Lead,2.5,Band 2,1.9,75,5.2,2.8,2.9,2.6,0
EMP-0001256,Operations,Senior Manager,25.7,Band 2,2.4,89,13.2,3.7,1.9,9.1,0
EMP-0003957,Customer Success,Manager,29.1,Band 2,3.6,6,11.1,3.2,3.9,7.1,1
EMP-0013354,Engineering,Individual Contributor,7.0,Band 2,2.5,102,16.9,3.5,4.1,9.5,0
EMP-0006493,Marketing,Senior Manager,29.0,Band 6,3.1,30,14.8,2.4,4.1,6.4,0
EMP-0003332,Engineering,Senior Manager,3.3,Band 3,2.6,6,18.5,2.9,4.0,6.4,0
EMP-0003557,IT,VP,22.5,Band 4,3.9,6,5.1,2.4,3.6,8.1,0
EMP-0007304,Legal,VP,14.0,Band 3,4.6,21,19.1,2.8,3.6,6.8,0
EMP-0011229,HR,VP,12.4,Band 4,4.5,30,3.6,3.2,3.0,7.0,0
EMP-0008916,IT,Team Lead,26.3,Band 2,3.2,60,14.4,4.5,4.4,7.1,0
EMP-0004938,Engineering,Analyst,4.0,Band 3,1.6,62,22.7,1.4,4.9,7.9,0
EMP-0008219,Operations,Director,9.7,Band 2,2.0,45,15.6,3.0,1.0,9.0,1
EMP-0012524,Operations,Team Lead,16.1,Band 3,4.9,109,15.5,2.5,3.2,7.3,0
EMP-0008995,Marketing,Team Lead,29.3,Band 5,4.6,109,22.2,2.3,2.5,1.3,0
EMP-0002711,HR,Analyst,19.2,Band 2,1.5,64,14.4,4.0,2.6,4.7,0
EMP-0005169,Legal,Analyst,9.6,Band 5,4.7,96,23.5,3.4,2.0,6.9,0
EMP-0009299,IT,Individual Contributor,26.6,Band 4,4.2,50,3.7,5.0,2.6,2.3,1
EMP-0005303,Customer Success,Individual Contributor,24.0,Band 3,4.9,80,18.1,2.2,2.9,2.7,1
EMP-0009940,Engineering,Associate,12.7,Band 3,4.1,101,18.5,3.1,5.0,8.0,1
EMP-0002225,Legal,Analyst,15.6,Band 4,3.9,20,16.2,2.4,2.3,3.0,0
EMP-0007549,Finance,Manager,6.2,Band 5,2.0,70,12.4,4.1,2.8,4.0,0
EMP-0003922,Marketing,Individual Contributor,3.6,Band 1,2.0,76,11.7,3.7,3.3,0.1,0
EMP-0003144,Customer Success,Team Lead,15.9,Band 2,2.3,97,14.7,2.0,2.6,5.0,1
EMP-0010097,Marketing,Analyst,21.0,Band 2,4.2,91,0.6,2.8,3.6,7.1,0
EMP-0011316,Product,Team Lead,5.2,Band 4,4.4,115,6.0,4.8,3.2,2.3,1
EMP-0011375,Sales,VP,6.5,Band 2,2.0,47,18.2,2.9,2.4,2.5,0
EMP-0010780,HR,Senior Manager,10.8,Band 1,4.1,84,8.5,4.0,2.4,3.8,0
EMP-0002282,Legal,Senior Manager,18.8,Band 4,5.0,64,2.7,3.0,3.5,3.6,0
EMP-0010136,Product,VP,6.8,Band 6,4.8,54,5.6,1.0,2.0,7.5,1
EMP-0012657,Customer Success,Manager,4.2,Band 4,2.2,78,14.2,2.4,3.0,7.8,1
EMP-0003925,Operations,Manager,21.0,Band 3,1.8,99,11.7,2.7,4.1,0.9,0
EMP-0005500,Product,Director,24.5,Band 1,2.4,40,11.7,3.8,2.6,4.5,0
EMP-0013805,Engineering,Director,4.0,Band 4,4.7,6,12.0,3.3,1.7,0.9,0
EMP-0003064,HR,Manager,4.8,Band 3,4.2,98,21.8,2.6,2.0,0.5,0
EMP-0007526,HR,Team Lead,11.7,Band 1,4.5,46,3.4,2.2,1.8,6.4,0
EMP-0002950,Marketing,Manager,9.8,Band 4,3.7,54,18.6,1.0,1.5,6.5,1
EMP-0002223,Marketing,Analyst,19.7,Band 2,2.6,28,9.7,3.0,3.6,4.0,0
EMP-0007830,Engineering,Director,10.5,Band 3,3.3,107,21.5,3.5,3.3,3.8,1
EMP-0005547,Marketing,Associate,22.5,Band 3,3.0,83,19.0,3.0,2.7,2.7,0
EMP-0000916,HR,Director,1.2,Band 1,3.9,100,10.1,4.6,3.5,8.9,0
EMP-0009505,Marketing,Individual Contributor,26.0,Band 1,2.1,2,11.2,3.4,1.7,9.1,0
EMP-0014456,IT,Director,8.4,Band 1,2.0,25,20.5,4.7,3.0,8.6,0
EMP-0010644,Legal,Individual Contributor,7.3,Band 2,2.5,34,16.7,3.5,3.6,4.4,0
EMP-0012061,Operations,Associate,2.9,Band 4,2.4,0,20.0,4.5,3.6,3.2,1
EMP-0014189,Engineering,Analyst,28.8,Band 2,3.8,39,11.9,3.7,3.9,0.2,0
EMP-0009727,Marketing,VP,5.9,Band 3,2.7,3,4.9,4.6,2.8,6.3,0
EMP-0001375,Marketing,Team Lead,4.3,Band 2,3.1,57,19.8,3.5,3.3,7.9,0
EMP-0001470,Engineering,Analyst,6.9,Band 5,3.0,53,17.8,2.1,2.8,7.4,0
EMP-0012470,Operations,Individual Contributor,28.4,Band 5,3.7,10,18.2,3.3,3.3,1.9,0
EMP-0009487,Finance,Individual Contributor,4.9,Band 3,2.7,26,23.9,3.2,4.2,6.5,0
EMP-0011914,Customer Success,Director,16.8,Band 4,3.8,62,9.2
